Gamma	GammaRot	J	Ka	Kc	GammaVib	v1	v2	v3	v4	v5	v6	Tag	Obs	Uncertainty	Source
2	3	4	1	3	4	0	0	1	0	0	1	4-1-3-0-0-1-0-0-1	2097.9298	0.0026	05LoUlBe
3	2	4	2	3	4	0	0	1	0	0	1	4-2-3-0-0-1-0-0-1	2109.79061	0.0026	05LoUlBe
4	1	4	2	2	4	0	0	1	0	0	1	4-2-2-0-0-1-0-0-1	2109.95139	0.0026	05LoUlBe
4	4	4	3	2	1	1	0	0	0	0	0	4-3-2-1-0-0-0-0-0	2113.79425	0.0026	05LoUlBe
3	3	4	3	1	1	1	0	0	0	0	0	4-3-1-1-0-0-0-0-0	2113.79516	0.0026	05LoUlBe
1	4	4	3	2	4	0	0	1	0	0	1	4-3-2-0-0-1-0-0-1	2131.30366	0.0026	05LoUlBe
2	3	4	3	1	4	0	0	1	0	0	1	4-3-1-0-0-1-0-0-1	2131.30423	0.0026	05LoUlBe
2	2	4	4	1	1	1	0	0	0	0	0	4-4-1-1-0-0-0-0-0	2139.42711	0.0026	05LoUlBe
1	1	4	4	0	1	1	0	0	0	0	0	4-4-0-1-0-0-0-0-0	2139.42711	0.0026	05LoUlBe
3	2	4	4	1	4	0	0	1	0	0	1	4-4-1-0-0-1-0-0-1	2160.7787	0.0026	05LoUlBe
4	1	4	4	0	4	0	0	1	0	0	1	4-4-0-0-0-1-0-0-1	2160.7787	0.0026	05LoUlBe
4	1	4	0	4	4	0	0	0	0	1	0	4-0-4-0-0-0-0-1-0	2182.22347	0.0026	05LoUlBe
1	4	4	1	4	4	0	0	0	0	1	0	4-1-4-0-0-0-0-1-0	2185.02854	0.0026	05LoUlBe
2	3	4	1	3	4	0	0	0	0	1	0	4-1-3-0-0-0-0-1-0	2187.11375	0.0026	05LoUlBe
3	2	4	2	3	4	0	0	0	0	1	0	4-2-3-0-0-0-0-1-0	2197.30915	0.0028	05LoUlBe
4	1	4	2	2	4	0	0	0	0	1	0	4-2-2-0-0-0-0-1-0	2197.43801	0.0028	05LoUlBe
1	4	4	3	2	4	0	0	0	0	1	0	4-3-2-0-0-0-0-1-0	2216.03682	0.0028	05LoUlBe
2	3	4	3	1	4	0	0	0	0	1	0	4-3-1-0-0-0-0-1-0	2216.03869	0.0028	05LoUlBe
1	1	4	0	4	1	0	0	2	0	0	0	4-0-4-0-0-2-0-0-0	2221.42134	0.0028	05LoUlBe
4	4	4	1	4	1	0	0	2	0	0	0	4-1-4-0-0-2-0-0-0	2224.19305	0.0028	05LoUlBe
3	3	4	1	3	1	0	0	2	0	0	0	4-1-3-0-0-2-0-0-0	2226.47327	0.0028	05LoUlBe
2	2	4	2	3	1	0	0	2	0	0	0	4-2-3-0-0-2-0-0-0	2236.7052	0.0028	05LoUlBe
1	1	4	2	2	1	0	0	2	0	0	0	4-2-2-0-0-2-0-0-0	2236.85857	0.0028	05LoUlBe
3	2	4	4	1	4	0	0	0	0	1	0	4-4-1-0-0-0-0-1-0	2242.1991	0.0028	05LoUlBe
4	1	4	4	0	4	0	0	0	0	1	0	4-4-0-0-0-0-0-1-0	2242.1991	0.0028	05LoUlBe
2	2	4	4	1	1	0	0	2	0	0	0	4-4-1-0-0-2-0-0-0	2282.03285	0.0028	05LoUlBe
1	1	4	4	0	1	0	0	2	0	0	0	4-4-0-0-0-2-0-0-0	2282.03285	0.0028	05LoUlBe
2	2	5	0	5	1	0	0	0	0	0	0	5-0-5-0-0-0-0-0-0	28.968910441	1.8036E-05	Marvel
3	3	5	1	5	1	0	0	0	0	0	0	5-1-5-0-0-0-0-0-0	31.422600989	1.1413E-05	Marvel
4	4	5	1	4	1	0	0	0	0	0	0	5-1-4-0-0-0-0-0-0	34.466259416	1.1744E-05	Marvel
1	1	5	2	4	1	0	0	0	0	0	0	5-2-4-0-0-0-0-0-0	44.223155445	1.6387E-05	Marvel
2	2	5	2	3	1	0	0	0	0	0	0	5-2-3-0-0-0-0-0-0	44.507299445	1.5051E-05	Marvel
3	3	5	3	3	1	0	0	0	0	0	0	5-3-3-0-0-0-0-0-0	63.031671043	1.7779E-05	Marvel
4	4	5	3	2	1	0	0	0	0	0	0	5-3-2-0-0-0-0-0-0	63.037512333	1.6443E-05	Marvel
1	1	5	4	2	1	0	0	0	0	0	0	5-4-2-0-0-0-0-0-0	89.227965413	1.7421E-05	Marvel
2	2	5	4	1	1	0	0	0	0	0	0	5-4-1-0-0-0-0-0-0	89.228005413	1.7388E-05	Marvel
3	3	5	5	1	1	0	0	0	0	0	0	5-5-1-0-0-0-0-0-0	122.899425583	0.020349451	Marvel
4	4	5	5	0	1	0	0	0	0	0	0	5-5-0-0-0-0-0-0-0	122.899479325	2.4419E-05	Marvel
4	2	5	0	5	3	0	0	0	1	0	0	5-0-5-0-0-0-1-0-0	966.841318426	0.000510378	Marvel
1	3	5	1	5	3	0	0	0	1	0	0	5-1-5-0-0-0-1-0-0	968.960598744	4.8111E-05	Marvel
2	4	5	1	4	3	0	0	0	1	0	0	5-1-4-0-0-0-1-0-0	971.725015616	0.000675499	Marvel
4	2	5	2	3	3	0	0	0	1	0	0	5-2-3-0-0-0-1-0-0	980.554328312	4.3147E-05	Marvel
3	2	5	0	5	4	0	0	0	0	0	1	5-0-5-0-0-0-0-0-1	1018.190347685	4.3482E-05	Marvel
2	3	5	1	5	4	0	0	0	0	0	1	5-1-5-0-0-0-0-0-1	1021.038268779	6.1785E-05	Marvel
1	4	5	1	4	4	0	0	0	0	0	1	5-1-4-0-0-0-0-0-1	1024.18121077	6.3453E-05	Marvel
4	1	5	2	4	4	0	0	0	0	0	1	5-2-4-0-0-0-0-0-1	1035.203986913	7.8148E-05	Marvel
3	2	5	2	3	4	0	0	0	0	0	1	5-2-3-0-0-0-0-0-1	1035.474645605	9.8162E-05	Marvel
2	2	5	0	5	1	0	1	0	0	0	0	5-0-5-0-1-0-0-0-0	1730.389772461	0.000349701	Marvel
3	3	5	1	5	1	0	1	0	0	0	0	5-1-5-0-1-0-0-0-0	1732.857039447	0.000411744	Marvel
4	4	5	1	4	1	0	1	0	0	0	0	5-1-4-0-1-0-0-0-0	1735.88426133	0.000411413	Marvel
1	1	5	2	4	1	0	1	0	0	0	0	5-2-4-0-1-0-0-0-0	1745.673483564	0.000169707	Marvel
2	2	5	2	3	1	0	1	0	0	0	0	5-2-3-0-1-0-0-0-0	1745.954001556	0.000168371	Marvel
3	3	5	3	3	1	0	1	0	0	0	0	5-3-3-0-1-0-0-0-0	1764.52164033	0.000416443	Marvel
4	4	5	3	2	1	0	1	0	0	0	0	5-3-2-0-1-0-0-0-0	1764.527275528	0.000417779	Marvel
1	1	5	4	2	1	0	1	0	0	0	0	5-4-2-0-1-0-0-0-0	1790.775050021	0.000340775	Marvel
2	2	5	4	1	1	0	1	0	0	0	0	5-4-1-0-1-0-0-0-0	1790.775127689	0.000340708	Marvel
4	4	5	5	0	1	0	1	0	0	0	0	5-5-0-0-1-0-0-0-0	1824.519885438	0.000352753	Marvel
3	3	5	5	1	1	0	1	0	0	0	0	5-5-1-0-1-0-0-0-0	1824.51997944	0.001087779	Marvel
2	2	5	0	5	1	0	0	0	2	0	0	5-0-5-0-0-0-2-0-0	1896.491836703	0.000411373	Marvel
3	3	5	1	5	1	0	0	0	2	0	0	5-1-5-0-0-0-2-0-0	1898.501595061	0.000416778	Marvel
4	4	5	1	4	1	0	0	0	2	0	0	5-1-4-0-0-0-2-0-0	1901.09108614	0.000410078	Marvel
1	1	5	2	4	1	0	0	0	2	0	0	5-2-4-0-0-0-2-0-0	1909.160026175	0.000409707	Marvel
2	2	5	2	3	1	0	0	0	2	0	0	5-2-3-0-0-0-2-0-0	1909.410758308	0.000408371	Marvel
3	3	5	3	3	1	0	0	0	2	0	0	5-3-3-0-0-0-2-0-0	1924.83685	0.0026	05LoUlBe
4	4	5	3	2	1	0	0	0	2	0	0	5-3-2-0-0-0-2-0-0	1924.84222	0.0026	05LoUlBe
1	1	5	4	2	1	0	0	0	2	0	0	5-4-2-0-0-0-2-0-0	1946.79618	0.0026	05LoUlBe
2	2	5	4	1	1	0	0	0	2	0	0	5-4-1-0-0-0-2-0-0	1946.79618	0.0026	05LoUlBe
4	3	5	1	5	2	0	0	0	1	0	1	5-1-5-0-0-0-1-0-1	1960.76208	0.0026	05LoUlBe
3	4	5	1	4	2	0	0	0	1	0	1	5-1-4-0-0-0-1-0-1	1963.49815	0.0026	05LoUlBe
2	1	5	2	4	2	0	0	0	1	0	1	5-2-4-0-0-0-1-0-1	1971.87784	0.0026	05LoUlBe
1	2	5	2	3	2	0	0	0	1	0	1	5-2-3-0-0-0-1-0-1	1972.16194	0.0026	05LoUlBe
3	3	5	5	1	1	0	0	0	2	0	0	5-5-1-0-0-0-2-0-0	1975.24562	0.0026	05LoUlBe
4	4	5	5	0	1	0	0	0	2	0	0	5-5-0-0-0-0-2-0-0	1975.24562	0.0026	05LoUlBe
4	3	5	3	3	2	0	0	0	1	0	1	5-3-3-0-0-0-1-0-1	1988.6889	0.0026	05LoUlBe
3	4	5	3	2	2	0	0	0	1	0	1	5-3-2-0-0-0-1-0-1	1988.6949	0.0026	05LoUlBe
2	2	5	0	5	1	0	0	0	0	0	2	5-0-5-0-0-0-0-0-2	2003.24808	0.0026	05LoUlBe
3	3	5	1	5	1	0	0	0	0	0	2	5-1-5-0-0-0-0-0-2	2006.80694	0.0026	05LoUlBe
4	4	5	1	4	1	0	0	0	0	0	2	5-1-4-0-0-0-0-0-2	2009.94615	0.0026	05LoUlBe
2	1	5	4	2	2	0	0	0	1	0	1	5-4-2-0-0-0-1-0-1	2012.80965	0.0026	05LoUlBe
1	2	5	4	1	2	0	0	0	1	0	1	5-4-1-0-0-0-1-0-1	2012.80965	0.0026	05LoUlBe
1	1	5	2	4	1	0	0	0	0	0	2	5-2-4-0-0-0-0-0-2	2022.99736	0.0026	05LoUlBe
2	2	5	2	3	1	0	0	0	0	0	2	5-2-3-0-0-0-0-0-2	2023.22658	0.0026	05LoUlBe
4	3	5	5	1	2	0	0	0	1	0	1	5-5-1-0-0-0-1-0-1	2044.56265	0.0026	05LoUlBe
3	4	5	5	0	2	0	0	0	1	0	1	5-5-0-0-0-0-1-0-1	2044.56265	0.0026	05LoUlBe
3	3	5	3	3	1	0	0	0	0	0	2	5-3-3-0-0-0-0-0-2	2046.78129	0.0026	05LoUlBe
4	4	5	3	2	1	0	0	0	0	0	2	5-3-2-0-0-0-0-0-2	2046.78496	0.0026	05LoUlBe
2	4	5	1	4	3	0	0	1	1	0	0	5-1-4-0-0-1-1-0-0	2072.31091	0.0026	05LoUlBe
1	1	5	4	2	1	0	0	0	0	0	2	5-4-2-0-0-0-0-0-2	2079.10539	0.0026	05LoUlBe
2	2	5	4	1	1	0	0	0	0	0	2	5-4-1-0-0-0-0-0-2	2079.10547	0.0026	05LoUlBe
3	1	5	2	4	3	0	0	1	1	0	0	5-2-4-0-0-1-1-0-0	2080.47716	0.0026	05LoUlBe
2	2	5	0	5	1	1	0	0	0	0	0	5-0-5-1-0-0-0-0-0	2089.86488	0.0026	05LoUlBe
3	3	5	1	5	1	1	0	0	0	0	0	5-1-5-1-0-0-0-0-0	2092.10312	0.0026	05LoUlBe
4	4	5	1	4	1	1	0	0	0	0	0	5-1-4-1-0-0-0-0-0	2095.61116	0.0026	05LoUlBe
1	3	5	3	3	3	0	0	1	1	0	0	5-3-3-0-0-1-1-0-0	2096.60587	0.0026	05LoUlBe
2	4	5	3	2	3	0	0	1	1	0	0	5-3-2-0-0-1-1-0-0	2096.61622	0.0026	05LoUlBe
3	2	5	0	5	4	0	0	1	0	0	1	5-0-5-0-0-1-0-0-1	2102.08124	0.0026	05LoUlBe
2	3	5	1	5	4	0	0	1	0	0	1	5-1-5-0-0-1-0-0-1	2104.74752	0.0026	05LoUlBe
1	1	5	2	4	1	1	0	0	0	0	0	5-2-4-1-0-0-0-0-0	2104.92223	0.0026	05LoUlBe
2	2	5	2	3	1	1	0	0	0	0	0	5-2-3-1-0-0-0-0-0	2105.73483	0.0026	05LoUlBe
1	4	5	1	4	4	0	0	1	0	0	1	5-1-4-0-0-1-0-0-1	2108.3123	0.0026	05LoUlBe
4	4	5	5	0	1	0	0	0	0	0	2	5-5-0-0-0-0-0-0-2	2119.23206	0.0026	05LoUlBe
4	1	5	2	4	4	0	0	1	0	0	1	5-2-4-0-0-1-0-0-1	2119.63926	0.0026	05LoUlBe
3	1	5	4	2	3	0	0	1	1	0	0	5-4-2-0-0-1-1-0-0	2119.85441	0.0026	05LoUlBe
4	2	5	4	1	3	0	0	1	1	0	0	5-4-1-0-0-1-1-0-0	2119.96371	0.0026	05LoUlBe
3	2	5	2	3	4	0	0	1	0	0	1	5-2-3-0-0-1-0-0-1	2119.99205	0.0026	05LoUlBe
3	3	5	3	3	1	1	0	0	0	0	0	5-3-3-1-0-0-0-0-0	2123.74524	0.0026	05LoUlBe
4	4	5	3	2	1	1	0	0	0	0	0	5-3-2-1-0-0-0-0-0	2123.74616	0.0026	05LoUlBe
2	3	5	3	3	4	0	0	1	0	0	1	5-3-3-0-0-1-0-0-1	2141.1776	0.0026	05LoUlBe
1	4	5	3	2	4	0	0	1	0	0	1	5-3-2-0-0-1-0-0-1	2141.18075	0.0026	05LoUlBe
1	1	5	4	2	1	1	0	0	0	0	0	5-4-2-1-0-0-0-0-0	2148.67609	0.0026	05LoUlBe
2	2	5	4	1	1	1	0	0	0	0	0	5-4-1-1-0-0-0-0-0	2148.67609	0.0026	05LoUlBe
1	3	5	5	1	3	0	0	1	1	0	0	5-5-1-0-0-1-1-0-0	2150.32395	0.0026	05LoUlBe
2	4	5	5	0	3	0	0	1	1	0	0	5-5-0-0-0-1-1-0-0	2150.32395	0.0026	05LoUlBe
4	1	5	4	2	4	0	0	1	0	0	1	5-4-2-0-0-1-0-0-1	2170.65724	0.0026	05LoUlBe
3	2	5	4	1	4	0	0	1	0	0	1	5-4-1-0-0-1-0-0-1	2170.6575	0.0026	05LoUlBe
3	3	5	5	1	1	1	0	0	0	0	0	5-5-1-1-0-0-0-0-0	2182.32688	0.0026	05LoUlBe
4	4	5	5	0	1	1	0	0	0	0	0	5-5-0-1-0-0-0-0-0	2182.32688	0.0026	05LoUlBe
3	2	5	0	5	4	0	0	0	0	1	0	5-0-5-0-0-0-0-1-0	2191.76839	0.0028	05LoUlBe
2	3	5	1	5	4	0	0	0	0	1	0	5-1-5-0-0-0-0-1-0	2194.18496	0.0028	05LoUlBe
1	4	5	1	4	4	0	0	0	0	1	0	5-1-4-0-0-0-0-1-0	2197.30833	0.0028	05LoUlBe
4	1	5	2	4	4	0	0	0	0	1	0	5-2-4-0-0-0-0-1-0	2206.99992	0.0028	05LoUlBe
3	2	5	2	3	4	0	0	0	0	1	0	5-2-3-0-0-0-0-1-0	2207.29747	0.0028	05LoUlBe
2	3	5	5	1	4	0	0	1	0	0	1	5-5-1-0-0-1-0-0-1	2207.93957	0.0028	05LoUlBe
1	4	5	5	0	4	0	0	1	0	0	1	5-5-0-0-0-1-0-0-1	2207.93957	0.0028	05LoUlBe
2	3	5	3	3	4	0	0	0	0	1	0	5-3-3-0-0-0-0-1-0	2225.7643	0.0028	05LoUlBe
1	4	5	3	2	4	0	0	0	0	1	0	5-3-2-0-0-0-0-1-0	2225.77134	0.0028	05LoUlBe
2	2	5	0	5	1	0	0	2	0	0	0	5-0-5-0-0-2-0-0-0	2231.142	0.0028	05LoUlBe
3	3	5	1	5	1	0	0	2	0	0	0	5-1-5-0-0-2-0-0-0	2233.50305	0.0028	05LoUlBe
4	4	5	1	4	1	0	0	2	0	0	0	5-1-4-0-0-2-0-0-0	2236.91758	0.0028	05LoUlBe
1	1	5	2	4	1	0	0	2	0	0	0	5-2-4-0-0-2-0-0-0	2246.61483	0.0028	05LoUlBe
2	2	5	2	3	1	0	0	2	0	0	0	5-2-3-0-0-2-0-0-0	2246.96761	0.0028	05LoUlBe
4	1	5	4	2	4	0	0	0	0	1	0	5-4-2-0-0-0-0-1-0	2251.89817	0.0028	05LoUlBe
3	2	5	4	1	4	0	0	0	0	1	0	5-4-1-0-0-0-0-1-0	2251.89817	0.0028	05LoUlBe
3	3	5	3	3	1	0	0	2	0	0	0	5-3-3-0-0-2-0-0-0	2265.6334	0.0028	05LoUlBe
4	4	5	3	2	1	0	0	2	0	0	0	5-3-2-0-0-2-0-0-0	2265.64175	0.0028	05LoUlBe
2	3	5	5	1	4	0	0	0	0	1	0	5-5-1-0-0-0-0-1-0	2285.48916	0.0028	05LoUlBe
1	4	5	5	0	4	0	0	0	0	1	0	5-5-0-0-0-0-0-1-0	2285.48916	0.0028	05LoUlBe
1	1	5	4	2	1	0	0	2	0	0	0	5-4-2-0-0-2-0-0-0	2292.08999	0.0028	05LoUlBe
2	2	5	4	1	1	0	0	2	0	0	0	5-4-1-0-0-2-0-0-0	2292.08999	0.0028	05LoUlBe
3	3	5	5	1	1	0	0	2	0	0	0	5-5-1-0-0-2-0-0-0	2325.91912	0.0028	05LoUlBe
4	4	5	5	0	1	0	0	2	0	0	0	5-5-0-0-0-2-0-0-0	2325.91912	0.0028	05LoUlBe
1	1	6	0	6	1	0	0	0	0	0	0	6-0-6-0-0-0-0-0-0	40.394218347	1.9701E-05	Marvel
4	4	6	1	6	1	0	0	0	0	0	0	6-1-6-0-0-0-0-0-0	42.452726095	1.9444E-05	Marvel
3	3	6	1	5	1	0	0	0	0	0	0	6-1-5-0-0-0-0-0-0	46.704132545	1.7081E-05	Marvel
2	2	6	2	5	1	0	0	0	0	0	0	6-2-5-0-0-0-0-0-0	55.885577485	1.8053E-05	Marvel
1	1	6	2	4	1	0	0	0	0	0	0	6-2-4-0-0-0-0-0-0	56.444606487	1.9701E-05	Marvel
4	4	6	3	4	1	0	0	0	0	0	0	6-3-4-0-0-0-0-0-0	74.769586869	1.2413E-05	Marvel
3	3	6	3	3	1	0	0	0	0	0	0	6-3-3-0-0-0-0-0-0	74.787109518	1.2744E-05	Marvel
2	2	6	4	3	1	0	0	0	0	0	0	6-4-3-0-0-0-0-0-0	100.952324234	1.9087E-05	Marvel
1	1	6	4	2	1	0	0	0	0	0	0	6-4-2-0-0-0-0-0-0	100.952522234	1.9054E-05	Marvel
3	3	6	5	1	1	0	0	0	0	0	0	6-5-1-0-0-0-0-0-0	134.614101326	2.2753E-05	Marvel
4	4	6	5	2	1	0	0	0	0	0	0	6-5-2-0-0-0-0-0-0	134.614195327	0.000757779	Marvel
2	2	6	6	1	1	0	0	0	0	0	0	6-6-1-0-0-0-0-0-0	175.734296961	0.000184421	Marvel
1	1	6	6	0	1	0	0	0	0	0	0	6-6-0-0-0-0-0-0-0	175.734359245	0.000184388	Marvel
2	4	6	1	6	3	0	0	0	1	0	0	6-1-6-0-0-0-1-0-0	979.978606986	0.000685181	Marvel
1	4	6	1	6	4	0	0	0	0	0	1	6-1-6-0-0-0-0-0-1	1032.034526487	5.3101E-05	Marvel
2	3	6	1	5	4	0	0	0	0	0	1	6-1-5-0-0-0-0-0-1	1036.426164188	0.000518353	Marvel
3	2	6	2	5	4	0	0	0	0	0	1	6-2-5-0-0-0-0-0-1	1046.848251043	5.1179E-05	Marvel
4	1	6	2	4	4	0	0	0	0	0	1	6-2-4-0-0-0-0-0-1	1047.380295043	7.1193E-05	Marvel
1	1	6	0	6	1	0	1	0	0	0	0	6-0-6-0-1-0-0-0-0	1741.737871532	0.010018036	Marvel
4	4	6	1	6	1	0	1	0	0	0	0	6-1-6-0-1-0-0-0-0	1743.810508694	0.003317081	Marvel
3	3	6	1	5	1	0	1	0	0	0	0	6-1-5-0-1-0-0-0-0	1748.03928926	0.000347082	Marvel
2	2	6	2	5	1	0	1	0	0	0	0	6-2-5-0-1-0-0-0-0	1757.255551307	0.000176387	Marvel
1	1	6	2	4	1	0	1	0	0	0	0	6-2-4-0-1-0-0-0-0	1757.807603709	0.000175051	Marvel
4	4	6	3	4	1	0	1	0	0	0	0	6-3-4-0-1-0-0-0-0	1776.178221402	0.000347779	Marvel
3	3	6	3	3	1	0	1	0	0	0	0	6-3-3-0-1-0-0-0-0	1776.195307309	0.000346443	Marvel
2	2	6	4	3	1	0	1	0	0	0	0	6-4-3-0-1-0-0-0-0	1802.418137293	0.000419054	Marvel
1	1	6	4	2	1	0	1	0	0	0	0	6-4-2-0-1-0-0-0-0	1802.418302242	0.000419087	Marvel
4	4	6	5	2	1	0	1	0	0	0	0	6-5-2-0-1-0-0-0-0	1836.153129134	0.020019451	Marvel
3	3	6	5	1	1	0	1	0	0	0	0	6-5-1-0-1-0-0-0-0	1836.153168823	0.000354419	Marvel
2	2	6	6	1	1	0	1	0	0	0	0	6-6-1-0-1-0-0-0-0	1877.362739898	0.040186087	Marvel
1	1	6	6	0	1	0	1	0	0	0	0	6-6-0-0-1-0-0-0-0	1877.362923641	0.040186054	Marvel
1	1	6	0	6	1	0	0	0	2	0	0	6-0-6-0-0-0-2-0-0	1907.828437754	0.000418036	Marvel
4	4	6	1	6	1	0	0	0	2	0	0	6-1-6-0-0-0-2-0-0	1909.50493	0.0026	05LoUlBe
3	3	6	1	5	1	0	0	0	2	0	0	6-1-5-0-0-0-2-0-0	1913.123025339	0.000411744	Marvel
2	2	6	2	5	1	0	0	0	2	0	0	6-2-5-0-0-0-2-0-0	1920.70278278	0.000416387	Marvel
1	1	6	2	4	1	0	0	0	2	0	0	6-2-4-0-0-0-2-0-0	1921.195844783	0.000415051	Marvel
4	4	6	3	4	1	0	0	0	2	0	0	6-3-4-0-0-0-2-0-0	1936.449879578	0.000417779	Marvel
3	3	6	3	3	1	0	0	0	2	0	0	6-3-3-0-0-0-2-0-0	1936.46610099	0.00041608	Marvel
2	2	6	4	3	1	0	0	0	2	0	0	6-4-3-0-0-0-2-0-0	1958.39831	0.0026	05LoUlBe
1	1	6	4	2	1	0	0	0	2	0	0	6-4-2-0-0-0-2-0-0	1958.39831	0.0026	05LoUlBe
2	1	6	0	6	2	0	0	0	1	0	1	6-0-6-0-0-0-1-0-1	1970.07938	0.0026	05LoUlBe
3	4	6	1	6	2	0	0	0	1	0	1	6-1-6-0-0-0-1-0-1	1971.75076	0.0026	05LoUlBe
4	3	6	1	5	2	0	0	0	1	0	1	6-1-5-0-0-0-1-0-1	1975.57262	0.0026	05LoUlBe
1	2	6	2	5	2	0	0	0	1	0	1	6-2-5-0-0-0-1-0-1	1983.43642	0.0026	05LoUlBe
2	1	6	2	4	2	0	0	0	1	0	1	6-2-4-0-0-0-1-0-1	1983.99466	0.0026	05LoUlBe
4	4	6	5	2	1	0	0	0	2	0	0	6-5-2-0-0-0-2-0-0	1986.84363	0.0026	05LoUlBe
3	3	6	5	1	1	0	0	0	2	0	0	6-5-1-0-0-0-2-0-0	1986.84363	0.0026	05LoUlBe
3	4	6	3	4	2	0	0	0	1	0	1	6-3-4-0-0-0-1-0-1	2000.33273	0.0026	05LoUlBe
4	3	6	3	3	2	0	0	0	1	0	1	6-3-3-0-0-0-1-0-1	2000.35095	0.0026	05LoUlBe
1	1	6	0	6	1	0	0	0	0	0	2	6-0-6-0-0-0-0-0-2	2014.68753	0.0026	05LoUlBe
4	4	6	1	6	1	0	0	0	0	0	2	6-1-6-0-0-0-0-0-2	2017.78969	0.0026	05LoUlBe
2	2	6	6	1	1	0	0	0	2	0	0	6-6-1-0-0-0-2-0-0	2021.9129	0.0026	05LoUlBe
1	1	6	6	0	1	0	0	0	2	0	0	6-6-0-0-0-0-2-0-0	2021.9129	0.0026	05LoUlBe
3	3	6	1	5	1	0	0	0	0	0	2	6-1-5-0-0-0-0-0-2	2022.17863	0.0026	05LoUlBe
1	2	6	4	3	2	0	0	0	1	0	1	6-4-3-0-0-0-1-0-1	2024.44787	0.0026	05LoUlBe
2	1	6	4	2	2	0	0	0	1	0	1	6-4-2-0-0-0-1-0-1	2024.44787	0.0026	05LoUlBe
1	1	6	2	4	1	0	0	0	0	0	2	6-2-4-0-0-0-0-0-2	2034.61468	0.0026	05LoUlBe
2	2	6	2	5	1	0	0	0	0	0	2	6-2-5-0-0-0-0-0-2	2035.06836	0.0026	05LoUlBe
3	4	6	5	2	2	0	0	0	1	0	1	6-5-2-0-0-0-1-0-1	2056.17355	0.0026	05LoUlBe
4	3	6	5	1	2	0	0	0	1	0	1	6-5-1-0-0-0-1-0-1	2056.17355	0.0026	05LoUlBe
4	4	6	3	4	1	0	0	0	0	0	2	6-3-4-0-0-0-0-0-2	2058.44896	0.0026	05LoUlBe
3	3	6	3	3	1	0	0	0	0	0	2	6-3-3-0-0-0-0-0-2	2058.45984	0.0026	05LoUlBe
2	4	6	1	6	3	0	0	1	1	0	0	6-1-6-0-0-1-1-0-0	2080.78655	0.0026	05LoUlBe
1	3	6	1	5	3	0	0	1	1	0	0	6-1-5-0-0-1-1-0-0	2084.38555	0.0026	05LoUlBe
2	2	6	4	3	1	0	0	0	0	0	2	6-4-3-0-0-0-0-0-2	2090.70212	0.0026	05LoUlBe
1	1	6	4	2	1	0	0	0	0	0	2	6-4-2-0-0-0-0-0-2	2090.70239	0.0026	05LoUlBe
3	1	6	2	4	3	0	0	1	1	0	0	6-2-4-0-0-1-1-0-0	2092.5853	0.0026	05LoUlBe
1	2	6	6	1	2	0	0	0	1	0	1	6-6-1-0-0-0-1-0-1	2095.66624	0.0026	05LoUlBe
2	1	6	6	0	2	0	0	0	1	0	1	6-6-0-0-0-0-1-0-1	2095.66624	0.0026	05LoUlBe
1	1	6	0	6	1	1	0	0	0	0	0	6-0-6-1-0-0-0-0-0	2101.22891	0.0026	05LoUlBe
4	4	6	1	6	1	1	0	0	0	0	0	6-1-6-1-0-0-0-0-0	2103.05844	0.0026	05LoUlBe
3	3	6	1	5	1	1	0	0	0	0	0	6-1-5-1-0-0-0-0-0	2107.94339	0.0026	05LoUlBe
2	4	6	3	4	3	0	0	1	1	0	0	6-3-4-0-0-1-1-0-0	2108.24271	0.0026	05LoUlBe
4	1	6	0	6	4	0	0	1	0	0	1	6-0-6-0-0-1-0-0-1	2113.69998	0.0026	05LoUlBe
1	4	6	1	6	4	0	0	1	0	0	1	6-1-6-0-0-1-0-0-1	2116.07229	0.0026	05LoUlBe
2	2	6	2	5	1	1	0	0	0	0	0	6-2-5-1-0-0-0-0-0	2116.61313	0.0026	05LoUlBe
1	1	6	2	4	1	1	0	0	0	0	0	6-2-4-1-0-0-0-0-0	2117.6549	0.0026	05LoUlBe
2	3	6	1	5	4	0	0	1	0	0	1	6-1-5-0-0-1-0-0-1	2120.75418	0.0026	05LoUlBe
3	3	6	5	1	1	0	0	0	0	0	2	6-5-1-0-0-0-0-0-2	2130.63697	0.0026	05LoUlBe
4	4	6	5	2	1	0	0	0	0	0	2	6-5-2-0-0-0-0-0-2	2130.64227	0.0026	05LoUlBe
3	2	6	2	5	4	0	0	1	0	0	1	6-2-5-0-0-1-0-0-1	2131.37198	0.0026	05LoUlBe
4	2	6	4	3	3	0	0	1	1	0	0	6-4-3-0-0-1-1-0-0	2131.61695	0.0026	05LoUlBe
3	1	6	4	2	3	0	0	1	1	0	0	6-4-2-0-0-1-1-0-0	2131.71938	0.0026	05LoUlBe
4	1	6	2	4	4	0	0	1	0	0	1	6-2-4-0-0-1-0-0-1	2131.94966	0.0026	05LoUlBe
4	4	6	3	4	1	1	0	0	0	0	0	6-3-4-1-0-0-0-0-0	2135.69089	0.0026	05LoUlBe
3	3	6	3	3	1	1	0	0	0	0	0	6-3-3-1-0-0-0-0-0	2135.69226	0.0026	05LoUlBe
1	4	6	3	4	4	0	0	1	0	0	1	6-3-4-0-0-1-0-0-1	2153.03222	0.0026	05LoUlBe
2	3	6	3	3	4	0	0	1	0	0	1	6-3-3-0-0-1-0-0-1	2153.04593	0.0026	05LoUlBe
